
 2021-02-08T17:02:44.695Z|GET|localhost:1020/
 2021-02-08T17:02:50.185Z|GET|localhost:1020/
 2021-02-08T17:03:40.575Z|GET|localhost:1020/patata.js
 2021-02-08T17:07:44.784Z|GET|localhost:1020/
 2021-02-08T17:07:44.786Z|GET|localhost:1020/
 2021-02-08T17:07:44.832Z|GET|localhost:1020/patata.js
 2021-02-08T18:05:59.867Z|GET|localhost:1020/
 2021-02-08T18:05:59.869Z|GET|localhost:1020/
 2021-02-08T18:05:59.914Z|GET|localhost:1020/style.css
 2021-02-08T18:05:59.922Z|GET|localhost:1020/patata.js
 2021-02-08T18:08:09.639Z|GET|localhost:1020/
 2021-02-08T18:08:09.640Z|GET|localhost:1020/
 2021-02-08T18:08:09.703Z|GET|localhost:1020/style.css
 2021-02-08T18:08:09.710Z|GET|localhost:1020/patata.js
 2021-02-14T11:13:06.808Z|GET|localhost:1020/
 2021-02-14T11:13:06.870Z|GET|localhost:1020/style.css
 2021-02-14T11:13:06.882Z|GET|localhost:1020/patata.js
 2021-02-14T11:13:06.994Z|GET|localhost:1020/favicon.ico
 2021-02-14T11:16:45.073Z|GET|localhost:1020/
 2021-02-14T11:16:45.118Z|GET|localhost:1020/style.css
 2021-02-14T11:16:45.132Z|GET|localhost:1020/patata.js
 2021-02-14T11:17:53.289Z|GET|localhost:1020/
 2021-02-14T11:17:53.328Z|GET|localhost:1020/style.css
 2021-02-14T11:17:53.344Z|GET|localhost:1020/patata.js
 2021-02-14T11:19:52.113Z|GET|localhost:1020/
 2021-02-14T11:20:04.130Z|GET|localhost:1020/
 2021-02-14T11:20:04.163Z|GET|localhost:1020/style.css
 2021-02-14T11:20:04.165Z|GET|localhost:1020/patata.js
 2021-02-14T11:20:57.807Z|GET|localhost:1020/style.css
 2021-02-14T11:21:00.983Z|GET|localhost:1020/
 2021-02-14T11:21:01.012Z|GET|localhost:1020/style.css
 2021-02-14T11:21:01.015Z|GET|localhost:1020/patata.js
 2021-02-14T11:22:46.636Z|GET|localhost:1020/bhj
 2021-02-14T11:22:59.601Z|GET|localhost:1020/bhj
 2021-02-14T11:25:24.670Z|GET|localhost:1020/bhj
 2021-02-14T11:25:44.122Z|GET|localhost:1020/bhj
 2021-02-14T11:25:52.652Z|GET|localhost:1020/poij
 2021-02-14T11:26:17.403Z|GET|localhost:1020/poij
 2021-02-14T11:26:21.115Z|GET|localhost:1020/ijo
 2021-02-14T11:26:47.294Z|GET|localhost:1020/ijo
 2021-02-14T11:27:32.961Z|GET|localhost:1020/ijo.html
 2021-02-14T11:27:55.128Z|GET|localhost:1020/ijo.html
 2021-02-14T11:29:20.666Z|GET|localhost:1020/ijo.html
 2021-02-14T11:43:29.183Z|GET|localhost:1020/ijo.html
 2021-02-14T11:43:37.446Z|GET|localhost:1020/oih.html
 api|2021-02-21T09:32:15.644Z|GET|localhost:1021/
webService|2021-02-21T09:38:20.232Z|GET|localhost:1020/
webService|2021-02-21T09:38:20.281Z|GET|localhost:1020/style.css
webService|2021-02-21T09:38:20.294Z|GET|localhost:1020/patata.js
webService|2021-02-21T09:38:20.334Z|GET|localhost:1020/favicon.ico
webService|2021-02-21T10:04:46.511Z|GET|localhost:1020/
webService|2021-02-21T10:04:46.540Z|GET|localhost:1020/style.css
webService|2021-02-21T10:04:46.550Z|GET|localhost:1020/patata.js
webService|2021-02-21T10:04:46.591Z|GET|localhost:1020/patata.js
webService|2021-02-21T10:18:58.755Z|GET|localhost:1020/modify
webService|2021-02-21T10:18:58.774Z|GET|localhost:1020/modify/
webService|2021-02-23T17:12:51.938Z|GET|localhost:1020/
webService|2021-02-23T17:12:52.028Z|GET|localhost:1020/style.css
webService|2021-02-23T17:12:52.044Z|GET|localhost:1020/patata.js
webService|2021-02-23T17:12:52.077Z|GET|localhost:1020/patata.js
webService|2021-02-23T17:12:52.096Z|GET|localhost:1020/favicon.ico
webService|2021-02-23T17:13:10.747Z|GET|localhost:1020/recipe
webService|2021-02-23T17:17:08.126Z|GET|localhost:1020/recipe
webService|2021-02-23T17:17:08.164Z|GET|localhost:1020/css/bootstrap.min.css
webService|2021-02-23T17:17:23.897Z|GET|localhost:1020/recipe
webService|2021-02-23T17:17:23.953Z|GET|localhost:1020/css/bootstrap.min.css
webService|2021-02-23T17:17:37.565Z|GET|localhost:1020/recipe
webService|2021-02-23T17:17:37.601Z|GET|localhost:1020/css/bootstrap.min.css
webService|2021-02-23T17:38:08.302Z|GET|localhost:1020/recipe
webService|2021-02-23T17:38:08.343Z|GET|localhost:1020/css/bootstrap.min.css
webService|2021-02-23T17:38:08.364Z|GET|localhost:1020/img/23131.png
webService|2021-02-23T17:38:49.589Z|GET|localhost:1020/recipe
webService|2021-02-23T17:38:49.635Z|GET|localhost:1020/css/bootstrap.min.css
webService|2021-02-23T17:38:49.655Z|GET|localhost:1020/img/23u924.png
webService|2021-02-23T17:38:49.667Z|GET|localhost:1020/img/23131.png
webService|2021-02-23T17:39:50.229Z|GET|localhost:1020/recipe
webService|2021-02-23T17:39:50.278Z|GET|localhost:1020/css/bootstrap.min.css
webService|2021-02-23T17:39:50.299Z|GET|localhost:1020/img/23u924.png
webService|2021-02-23T17:39:50.313Z|GET|localhost:1020/img/23131.png
webService|2021-02-23T17:46:06.374Z|GET|localhost:1020/recipe
webService|2021-02-23T17:46:06.419Z|GET|localhost:1020/css/bootstrap.min.css
webService|2021-02-23T17:46:06.442Z|GET|localhost:1020/img/23u924.png
webService|2021-02-23T17:46:06.450Z|GET|localhost:1020/img/23131.png
webService|2021-02-23T20:09:46.350Z|GET|localhost:1020/recipe
